Environment,Benchmark_Name,Iteration,Iteration_Time_S
exec,CoreML (ALL),620,0.0003491249999996171
vm,CoreML (ALL),620,0.0002469999999998862
exec,CoreML (ALL),621,0.0003531250000001762
vm,CoreML (ALL),621,0.00022608299999937742
exec,CoreML (ALL),622,0.0003483749999997343
vm,CoreML (ALL),622,0.0002289159999993018
exec,CoreML (ALL),623,0.0003531670000000986
vm,CoreML (ALL),623,0.0002512500000015905
exec,CoreML (ALL),624,0.00035066699999930506
vm,CoreML (ALL),624,0.00025379200000053004
exec,CoreML (ALL),625,0.0003432500000002392
vm,CoreML (ALL),625,0.00026820799999960343
exec,CoreML (ALL),626,0.00035720800000049735
vm,CoreML (ALL),626,0.00024258299999857513
exec,CoreML (ALL),627,0.0003569579999993522
vm,CoreML (ALL),627,0.00022458299999961184
exec,CoreML (ALL),628,0.0003547079999997038
vm,CoreML (ALL),628,0.00024795899999929816
exec,CoreML (ALL),629,0.00035304100000033145
vm,CoreML (ALL),629,0.00022995800000025213
exec,CoreML (ALL),630,0.00035041699999993625
vm,CoreML (ALL),630,0.00025429199999926766
exec,CoreML (ALL),631,0.00035112499999989666
vm,CoreML (ALL),631,0.00023600000000101318
exec,CoreML (ALL),632,0.00035000000000096065
vm,CoreML (ALL),632,0.00025304200000064725
exec,CoreML (ALL),633,0.00035429200000081096
vm,CoreML (ALL),633,0.00025479199999978164
exec,CoreML (ALL),634,0.0003485000000011951
vm,CoreML (ALL),634,0.00023449999999947124
exec,CoreML (ALL),635,0.0003538330000001366
vm,CoreML (ALL),635,0.00023770900000030792
exec,CoreML (ALL),636,0.00035116699999981904
vm,CoreML (ALL),636,0.00023499999999998522
exec,CoreML (ALL),637,0.00035829200000137007
vm,CoreML (ALL),637,0.00023608400000085794
exec,CoreML (ALL),638,0.000360334000001572
vm,CoreML (ALL),638,0.00030787500000073464
exec,CoreML (ALL),639,0.0003557079999989554
vm,CoreML (ALL),639,0.00025437500000080604
exec,CoreML (ALL),640,0.0003605840000009408
vm,CoreML (ALL),640,0.00026037499999986835
exec,CoreML (ALL),641,0.0003618329999994785
vm,CoreML (ALL),641,0.00022004100000039273
exec,CoreML (ALL),642,0.0003559580000001006
vm,CoreML (ALL),642,0.0002761249999991833
exec,CoreML (ALL),643,0.0003595000000000681
vm,CoreML (ALL),643,0.0002630830000001083
exec,CoreML (ALL),644,0.00035674999999990575
vm,CoreML (ALL),644,0.0002308749999997417
exec,CoreML (ALL),645,0.00035995799999888334
vm,CoreML (ALL),645,0.00022183300000122586
exec,CoreML (ALL),646,0.00035766699999939533
vm,CoreML (ALL),646,0.00023412500000041803
exec,CoreML (ALL),647,0.0003608330000002269
vm,CoreML (ALL),647,0.000245624999999805
exec,CoreML (ALL),648,0.0003600830000003441
vm,CoreML (ALL),648,0.00021087500000049886
exec,CoreML (ALL),649,0.00035749999999978854
vm,CoreML (ALL),649,0.00028683300000054146
exec,CoreML (ALL),650,0.0003549579999990726
vm,CoreML (ALL),650,0.00023854199999995274
exec,CoreML (ALL),651,0.0007567920000006723
vm,CoreML (ALL),651,0.0002661670000012606
exec,CoreML (ALL),652,0.0005762499999999449
vm,CoreML (ALL),652,0.0002444579999991703
exec,CoreML (ALL),653,0.0003615830000001097
vm,CoreML (ALL),653,0.0002462500000000034
exec,CoreML (ALL),654,0.00040129100000108053
vm,CoreML (ALL),654,0.00021820800000149632
exec,CoreML (ALL),655,0.0003905839999998051
vm,CoreML (ALL),655,0.0002374999999990024
exec,CoreML (ALL),656,0.00038250000000061846
vm,CoreML (ALL),656,0.0002542079999994229
exec,CoreML (ALL),657,0.0003873340000009051
vm,CoreML (ALL),657,0.0002465000000011486
exec,CoreML (ALL),658,0.00038229199999939567
vm,CoreML (ALL),658,0.0002552910000002129
exec,CoreML (ALL),659,0.0003894589999990927
vm,CoreML (ALL),659,0.00023608399999908158
exec,CoreML (ALL),660,0.00038641599999955645
vm,CoreML (ALL),660,0.0002300000000001745
exec,CoreML (ALL),661,0.0003827080000000649
vm,CoreML (ALL),661,0.0002199169999990147
exec,CoreML (ALL),662,0.0003824580000006961
vm,CoreML (ALL),662,0.00024533300000051383
exec,CoreML (ALL),663,0.0003864580000012552
vm,CoreML (ALL),663,0.0002490840000000105
exec,CoreML (ALL),664,0.00038508299999939766
vm,CoreML (ALL),664,0.0002444590000010294
exec,CoreML (ALL),665,0.00038620900000019276
vm,CoreML (ALL),665,0.0002510840000002901
exec,CoreML (ALL),666,0.0003827909999998269
vm,CoreML (ALL),666,0.00022708299999862902
exec,CoreML (ALL),667,0.00038895800000027236
vm,CoreML (ALL),667,0.0002090419999998261
exec,CoreML (ALL),668,0.00038570900000145514
vm,CoreML (ALL),668,0.00023383300000112683
exec,CoreML (ALL),669,0.0003835409999997097
vm,CoreML (ALL),669,0.00025474999999985926
exec,CoreML (ALL),670,0.00038445800000097563
vm,CoreML (ALL),670,0.00024045900000047027
exec,CoreML (ALL),671,0.0003877909999996376
vm,CoreML (ALL),671,0.00023695900000042514
exec,CoreML (ALL),672,0.00037937499999962654
vm,CoreML (ALL),672,0.00024179200000062906
exec,CoreML (ALL),673,0.0003752089999995434
vm,CoreML (ALL),673,0.00024462499999877707
exec,CoreML (ALL),674,0.00038437499999943725
vm,CoreML (ALL),674,0.0002331670000010888
exec,CoreML (ALL),675,0.00038650000000117757
vm,CoreML (ALL),675,0.0002283329999990258
exec,CoreML (ALL),676,0.00038975000000007753
vm,CoreML (ALL),676,0.0002474160000005554
exec,CoreML (ALL),677,0.00038720899999944436
vm,CoreML (ALL),677,0.00025016699999902414
exec,CoreML (ALL),678,0.00037533299999914504
vm,CoreML (ALL),678,0.0002258330000000086
exec,CoreML (ALL),679,0.00038812500000062755
vm,CoreML (ALL),679,0.0002490840000000105
exec,CoreML (ALL),680,0.00037866699999966613
vm,CoreML (ALL),680,0.00024366699999944785
exec,CoreML (ALL),681,0.0003824999999988421
vm,CoreML (ALL),681,0.0002463749999996878
exec,CoreML (ALL),682,0.00038354199999979244
vm,CoreML (ALL),682,0.00025770799999946803
exec,CoreML (ALL),683,0.00038779199999972036
vm,CoreML (ALL),683,0.0002492079999996122
exec,CoreML (ALL),684,0.0003860830000004256
vm,CoreML (ALL),684,0.00023329200000077321
exec,CoreML (ALL),685,0.0003853750000004652
vm,CoreML (ALL),685,0.00023716699999987156
exec,CoreML (ALL),686,0.00038354199999979244
vm,CoreML (ALL),686,0.0002793749999998596
exec,CoreML (ALL),687,0.00038604200000058597
vm,CoreML (ALL),687,0.00024312500000078785
exec,CoreML (ALL),688,0.0003832090000006616
vm,CoreML (ALL),688,0.0002081250000003365
exec,CoreML (ALL),689,0.00039133299999960514
vm,CoreML (ALL),689,0.00026441700000034984
exec,CoreML (ALL),690,0.00038337500000018565
vm,CoreML (ALL),690,0.0002265829999998914
exec,CoreML (ALL),691,0.00038266700000022524
vm,CoreML (ALL),691,0.00021908299999928715
exec,CoreML (ALL),692,0.000388415999999836
vm,CoreML (ALL),692,0.0002619580000011723
exec,CoreML (ALL),693,0.00038916699999980153
vm,CoreML (ALL),693,0.00027320799999941414
exec,CoreML (ALL),694,0.00038291600000128767
vm,CoreML (ALL),694,0.00023916700000015112
exec,CoreML (ALL),695,0.0003861670000002704
vm,CoreML (ALL),695,0.00022133299999893552
exec,CoreML (ALL),696,0.00037766700000041453
vm,CoreML (ALL),696,0.0002752079999996937
exec,CoreML (ALL),697,0.00035983299999919893
vm,CoreML (ALL),697,0.0002282920000009625
exec,CoreML (ALL),698,0.00035991599999896096
vm,CoreML (ALL),698,0.00028170800000104634
exec,CoreML (ALL),699,0.0003597910000010529
vm,CoreML (ALL),699,0.0002402500000009411
exec,CoreML (ALL),700,0.00035841600000097174
vm,CoreML (ALL),700,0.0002314580000000177
exec,CoreML (ALL),701,0.0007503749999990816
vm,CoreML (ALL),701,0.0002750830000000093
exec,CoreML (ALL),702,0.0003604580000011737
vm,CoreML (ALL),702,0.00025891700000002515
exec,CoreML (ALL),703,0.0003632919999994044
vm,CoreML (ALL),703,0.00023108299999918813
exec,CoreML (ALL),704,0.00036395799999944245
vm,CoreML (ALL),704,0.00024266700000019625
exec,CoreML (ALL),705,0.00036237499999991485
vm,CoreML (ALL),705,0.0002578330000009288
exec,CoreML (ALL),706,0.0003609999999998337
vm,CoreML (ALL),706,0.00022304200000000662
exec,CoreML (ALL),707,0.0003651250000000772
vm,CoreML (ALL),707,0.0002815409999996632
exec,CoreML (ALL),708,0.0003662499999990132
vm,CoreML (ALL),708,0.00025279099999941934
exec,CoreML (ALL),709,0.00036108300000137206
vm,CoreML (ALL),709,0.00023179099999914854
exec,CoreML (ALL),710,0.0003611249999995181
vm,CoreML (ALL),710,0.00021145800000077486
exec,CoreML (ALL),711,0.0003548749999993106
vm,CoreML (ALL),711,0.00028854099999975347
exec,CoreML (ALL),712,0.00036404200000106357
vm,CoreML (ALL),712,0.00023333300000061286
exec,CoreML (ALL),713,0.0003651669999999996
vm,CoreML (ALL),713,0.00022866599999993298
exec,CoreML (ALL),714,0.0003545000000002574
vm,CoreML (ALL),714,0.0002508330000008385
exec,CoreML (ALL),715,0.0003610409999996733
vm,CoreML (ALL),715,0.00023645799999982842
exec,CoreML (ALL),716,0.0003615830000001097
vm,CoreML (ALL),716,0.00022833300000080214
exec,CoreML (ALL),717,0.0003662080000008672
vm,CoreML (ALL),717,0.00022749999999938098
exec,CoreML (ALL),718,0.00036004200000050446
vm,CoreML (ALL),718,0.000246125000000319
exec,CoreML (ALL),719,0.0003615830000001097
vm,CoreML (ALL),719,0.00024104199999896991
exec,CoreML (ALL),720,0.00036125000000097884
vm,CoreML (ALL),720,0.00023341700000045762
exec,CoreML (ALL),721,0.00035837499999935574
vm,CoreML (ALL),721,0.00021183399999991082
exec,CoreML (ALL),722,0.00036358300000038923
vm,CoreML (ALL),722,0.00024683400000036215
exec,CoreML (ALL),723,0.00035829099999951097
vm,CoreML (ALL),723,0.0002429579999994047
exec,CoreML (ALL),724,0.00035529200000006256
vm,CoreML (ALL),724,0.0002300000000001745
exec,CoreML (ALL),725,0.00036320799999955966
vm,CoreML (ALL),725,0.00024304100000094309
exec,CoreML (ALL),726,0.0003606669999989265
vm,CoreML (ALL),726,0.00023216700000006085
exec,CoreML (ALL),727,0.00036200000000086163
vm,CoreML (ALL),727,0.00023033399999938808
exec,CoreML (ALL),728,0.00036225000000023044
vm,CoreML (ALL),728,0.0002453340000005966
exec,CoreML (ALL),729,0.0003577089999993177
vm,CoreML (ALL),729,0.00025425000000112163
exec,CoreML (ALL),730,0.00036162500000003206
vm,CoreML (ALL),730,0.00020979099999962614
exec,CoreML (ALL),731,0.00036300000000011323
vm,CoreML (ALL),731,0.00025366700000084563
exec,CoreML (ALL),732,0.00036095899999999403
vm,CoreML (ALL),732,0.00024929100000115056
exec,CoreML (ALL),733,0.0003612910000008185
vm,CoreML (ALL),733,0.00023733399999947835
exec,CoreML (ALL),734,0.0003614169999988093
vm,CoreML (ALL),734,0.00024083299999944074
exec,CoreML (ALL),735,0.00035258299999973985
vm,CoreML (ALL),735,0.00023012499999985891
exec,CoreML (ALL),736,0.00035916700000093726
vm,CoreML (ALL),736,0.00021920800000074792
exec,CoreML (ALL),737,0.00036137500000066325
vm,CoreML (ALL),737,0.00024875000000079694
exec,CoreML (ALL),738,0.0003516249999986343
vm,CoreML (ALL),738,0.00025183400000017286
exec,CoreML (ALL),739,0.00036029199999987327
vm,CoreML (ALL),739,0.00025612499999994043
exec,CoreML (ALL),740,0.00036445799999995643
vm,CoreML (ALL),740,0.0002566659999985177
exec,CoreML (ALL),741,0.000354958000000849
vm,CoreML (ALL),741,0.0002370830000000268
exec,CoreML (ALL),742,0.000365291999999684
vm,CoreML (ALL),742,0.00023408300000049564
exec,CoreML (ALL),743,0.0003622920000001528
vm,CoreML (ALL),743,0.00023808300000105476
exec,CoreML (ALL),744,0.0003622090000003908
vm,CoreML (ALL),744,0.00023700000000026478
exec,CoreML (ALL),745,0.00036087500000014927
vm,CoreML (ALL),745,0.0002268749999991826
exec,CoreML (ALL),746,0.00035924999999892293
vm,CoreML (ALL),746,0.00024329199999861828
exec,CoreML (ALL),747,0.00036166699999995444
vm,CoreML (ALL),747,0.00024174999999893032
exec,CoreML (ALL),748,0.00035379100000021424
vm,CoreML (ALL),748,0.00025758399999986636
exec,CoreML (ALL),749,0.00036075000000046487
vm,CoreML (ALL),749,0.00022654200000005176
exec,CoreML (ALL),750,0.00036249999999959925
vm,CoreML (ALL),750,0.00020733400000061408
exec,CoreML (ALL),751,0.0007404999999991446
vm,CoreML (ALL),751,0.0002693330000003158
exec,CoreML (ALL),752,0.0006209580000007264
vm,CoreML (ALL),752,0.0002347500000006164
exec,CoreML (ALL),753,0.000385624999999834
vm,CoreML (ALL),753,0.00025487500000132
exec,CoreML (ALL),754,0.0003887090000009863
vm,CoreML (ALL),754,0.0002475830000001622
exec,CoreML (ALL),755,0.00038912499999987915
vm,CoreML (ALL),755,0.00024220899999960466
exec,CoreML (ALL),756,0.0003852920000007032
vm,CoreML (ALL),756,0.00024754200000032256
exec,CoreML (ALL),757,0.0003830420000010548
vm,CoreML (ALL),757,0.00022679199999942057
exec,CoreML (ALL),758,0.00038479100000010646
vm,CoreML (ALL),758,0.0002648329999992427
exec,CoreML (ALL),759,0.0003887090000009863
vm,CoreML (ALL),759,0.00024087500000113948
exec,CoreML (ALL),760,0.0003811250000005373
vm,CoreML (ALL),760,0.0002512499999998141
exec,CoreML (ALL),761,0.0003855839999999944
vm,CoreML (ALL),761,0.00023337500000053524
exec,CoreML (ALL),762,0.0003812080000002993
vm,CoreML (ALL),762,0.00026954199999984496
exec,CoreML (ALL),763,0.00037995799999990254
vm,CoreML (ALL),763,0.0002446670000004758
exec,CoreML (ALL),764,0.00038458300000066004
vm,CoreML (ALL),764,0.0002523749999987501
exec,CoreML (ALL),765,0.000386625000000862
vm,CoreML (ALL),765,0.00026304200000026867
exec,CoreML (ALL),766,0.00037891600000072856
vm,CoreML (ALL),766,0.00022295800000016186
exec,CoreML (ALL),767,0.0003886659999992048
vm,CoreML (ALL),767,0.00023704100000010442
exec,CoreML (ALL),768,0.0003851250000010964
vm,CoreML (ALL),768,0.00024429100000133985
exec,CoreML (ALL),769,0.00037520900000131974
vm,CoreML (ALL),769,0.0002505839999997761
exec,CoreML (ALL),770,0.00038862499999936517
vm,CoreML (ALL),770,0.00021991600000070832
exec,CoreML (ALL),771,0.00037275000000036584
vm,CoreML (ALL),771,0.00023066700000029527
exec,CoreML (ALL),772,0.0003795830000008493
vm,CoreML (ALL),772,0.00029262500000015734
exec,CoreML (ALL),773,0.0003850409999994753
vm,CoreML (ALL),773,0.0002524580000002885
exec,CoreML (ALL),774,0.00038187500000042007
vm,CoreML (ALL),774,0.0002384590000001907
exec,CoreML (ALL),775,0.00038349999999987006
vm,CoreML (ALL),775,0.00025345800000131646
exec,CoreML (ALL),776,0.0003868750000002308
vm,CoreML (ALL),776,0.0002516669999987897
exec,CoreML (ALL),777,0.00038437499999943725
vm,CoreML (ALL),777,0.0002246669999994566
exec,CoreML (ALL),778,0.0003813329999999837
vm,CoreML (ALL),778,0.00029320800000043334
exec,CoreML (ALL),779,0.0003852920000007032
vm,CoreML (ALL),779,0.00023116700000080925
exec,CoreML (ALL),780,0.00038466699999872844
vm,CoreML (ALL),780,0.0002475000000004002
exec,CoreML (ALL),781,0.00038274999999998727
vm,CoreML (ALL),781,0.00023970799999872838
exec,CoreML (ALL),782,0.00038400000000038403
vm,CoreML (ALL),782,0.00021575000000062516
exec,CoreML (ALL),783,0.0003887079999991272
vm,CoreML (ALL),783,0.00026779100000062783
exec,CoreML (ALL),784,0.0003799999999998249
vm,CoreML (ALL),784,0.0002526669999998177
exec,CoreML (ALL),785,0.0003893329999993256
vm,CoreML (ALL),785,0.00024508299999936867
exec,CoreML (ALL),786,0.0003709579999995327
vm,CoreML (ALL),786,0.00022295800000016186
exec,CoreML (ALL),787,0.00036958299999945154
vm,CoreML (ALL),787,0.0002414999999995615
exec,CoreML (ALL),788,0.0003647499999992476
vm,CoreML (ALL),788,0.00024024999999916474
exec,CoreML (ALL),789,0.0003648339999990924
vm,CoreML (ALL),789,0.00034104199999873686
exec,CoreML (ALL),790,0.00036625000000078956
vm,CoreML (ALL),790,0.00024912499999985016
exec,CoreML (ALL),791,0.0003645419999998012
vm,CoreML (ALL),791,0.0002372499999996336
exec,CoreML (ALL),792,0.00036658400000000313
vm,CoreML (ALL),792,0.00024024999999916474
exec,CoreML (ALL),793,0.00036579200000019796
vm,CoreML (ALL),793,0.00022754100000099697
exec,CoreML (ALL),794,0.00036650000000015837
vm,CoreML (ALL),794,0.0002447920000001602
exec,CoreML (ALL),795,0.00036179199999963885
vm,CoreML (ALL),795,0.0002292920000002141
exec,CoreML (ALL),796,0.00036591699999988236
vm,CoreML (ALL),796,0.00023066600000021253
exec,CoreML (ALL),797,0.00037104099999929474
vm,CoreML (ALL),797,0.0002422499999994443
exec,CoreML (ALL),798,0.0003641250000008256
vm,CoreML (ALL),798,0.0002420829999998375
exec,CoreML (ALL),799,0.000365374999999446
vm,CoreML (ALL),799,0.0002433749999983803
exec,CoreML (ALL),800,0.0003652910000013776
vm,CoreML (ALL),800,0.00021308300000022484
exec,CoreML (ALL),801,0.0007169999999998566
vm,CoreML (ALL),801,0.00025258400000005565
exec,CoreML (ALL),802,0.0005833329999997972
vm,CoreML (ALL),802,0.0002474999999986238
exec,CoreML (ALL),803,0.0003545000000002574
vm,CoreML (ALL),803,0.0002607090000008583
exec,CoreML (ALL),804,0.00037383299999937947
vm,CoreML (ALL),804,0.00024141599999971675
exec,CoreML (ALL),805,0.00037175000000111424
vm,CoreML (ALL),805,0.00023300000000148202
exec,CoreML (ALL),806,0.0003705830000004795
vm,CoreML (ALL),806,0.0002607500000006979
exec,CoreML (ALL),807,0.00036787500000023954
vm,CoreML (ALL),807,0.00022495900000052416
exec,CoreML (ALL),808,0.0003680419999998463
vm,CoreML (ALL),808,0.00024174999999893032
exec,CoreML (ALL),809,0.00036799999999992394
vm,CoreML (ALL),809,0.0002450409999994463
exec,CoreML (ALL),810,0.00037299999999973465
vm,CoreML (ALL),810,0.00023129099999863456
exec,CoreML (ALL),811,0.0003709579999995327
vm,CoreML (ALL),811,0.0002198330000009463
exec,CoreML (ALL),812,0.0003714160000001243
vm,CoreML (ALL),812,0.0002737079999999281
exec,CoreML (ALL),813,0.0003610409999996733
vm,CoreML (ALL),813,0.00024558299999988265
exec,CoreML (ALL),814,0.000372958999999895
vm,CoreML (ALL),814,0.00023166699999954687
exec,CoreML (ALL),815,0.00036070899999884887
vm,CoreML (ALL),815,0.000250040999999257
exec,CoreML (ALL),816,0.0003700000000002035
vm,CoreML (ALL),816,0.00023083299999981932
exec,CoreML (ALL),817,0.0003679170000001619
vm,CoreML (ALL),817,0.0002383749999985696
exec,CoreML (ALL),818,0.00036770800000063275
vm,CoreML (ALL),818,0.00022399999999933584
exec,CoreML (ALL),819,0.00036812499999960835
vm,CoreML (ALL),819,0.00024187500000039108
exec,CoreML (ALL),820,0.0003697500000008347
vm,CoreML (ALL),820,0.0002103330000000625
exec,CoreML (ALL),821,0.00036316699999972
vm,CoreML (ALL),821,0.00026879099999987943
exec,CoreML (ALL),822,0.00037216700000008984
vm,CoreML (ALL),822,0.00022908300000068493
exec,CoreML (ALL),823,0.00036812499999960835
vm,CoreML (ALL),823,0.000256583000000532
exec,CoreML (ALL),824,0.00037191700000072103
vm,CoreML (ALL),824,0.00023466699999907803
exec,CoreML (ALL),825,0.0003698750000005191
vm,CoreML (ALL),825,0.00025387500000029206
exec,CoreML (ALL),826,0.0003693750000000051
vm,CoreML (ALL),826,0.00023816599999904042
exec,CoreML (ALL),827,0.00037508299999977623
vm,CoreML (ALL),827,0.0002269590000008037
exec,CoreML (ALL),828,0.00036591699999988236
vm,CoreML (ALL),828,0.00021716699999885236
exec,CoreML (ALL),829,0.0003687919999997291
vm,CoreML (ALL),829,0.0002523330000006041
exec,CoreML (ALL),830,0.00036829100000090875
vm,CoreML (ALL),830,0.00022474999999921863
exec,CoreML (ALL),831,0.0003717499999993379
vm,CoreML (ALL),831,0.00026195799999939595
exec,CoreML (ALL),832,0.00037087500000154705
vm,CoreML (ALL),832,0.0002727500000005989
exec,CoreML (ALL),833,0.0003690419999990979
vm,CoreML (ALL),833,0.0002484170000016661
exec,CoreML (ALL),834,0.00036174999999971647
vm,CoreML (ALL),834,0.0002283329999990258
exec,CoreML (ALL),835,0.00036566700000051355
vm,CoreML (ALL),835,0.00023787499999983197
exec,CoreML (ALL),836,0.0003696249999993739
vm,CoreML (ALL),836,0.0002393339999997579
exec,CoreML (ALL),837,0.0003675000000011863
vm,CoreML (ALL),837,0.00021800000000027353
exec,CoreML (ALL),838,0.00037070799999838755
vm,CoreML (ALL),838,0.00028820800000062263
exec,CoreML (ALL),839,0.00037091700000146943
vm,CoreML (ALL),839,0.00021987499999909232
exec,CoreML (ALL),840,0.0003654999999991304
vm,CoreML (ALL),840,0.0002574170000002596
exec,CoreML (ALL),841,0.0003686670000000447
vm,CoreML (ALL),841,0.0002451670000009898
exec,CoreML (ALL),842,0.00036241699999983723
vm,CoreML (ALL),842,0.0002212499999991735
exec,CoreML (ALL),843,0.00037474999999886904
vm,CoreML (ALL),843,0.0002495840000005245
exec,CoreML (ALL),844,0.00037125000000060027
vm,CoreML (ALL),844,0.0002257089999986306
exec,CoreML (ALL),845,0.00036654200000008075
vm,CoreML (ALL),845,0.0002601249999987232
exec,CoreML (ALL),846,0.0003710829999992171
vm,CoreML (ALL),846,0.00023441699999970922
exec,CoreML (ALL),847,0.00036408299999912686
vm,CoreML (ALL),847,0.00023341700000045762
exec,CoreML (ALL),848,0.0003652499999997616
vm,CoreML (ALL),848,0.00024141599999971675
exec,CoreML (ALL),849,0.0003702080000014263
vm,CoreML (ALL),849,0.00029358299999948656
exec,CoreML (ALL),850,0.0003712919999987463
vm,CoreML (ALL),850,0.0003206670000004408
exec,CoreML (ALL),851,0.0007989999999988839
vm,CoreML (ALL),851,0.00027137500000051773
exec,CoreML (ALL),852,0.0006533749999988459
vm,CoreML (ALL),852,0.0002404170000005479
exec,CoreML (ALL),853,0.0006594160000013005
vm,CoreML (ALL),853,0.00024679100000035703
exec,CoreML (ALL),854,0.0006517080000012498
vm,CoreML (ALL),854,0.00022616699999922218
exec,CoreML (ALL),855,0.0006577500000002345
vm,CoreML (ALL),855,0.00025379200000053004
exec,CoreML (ALL),856,0.0006520840000003858
vm,CoreML (ALL),856,0.00024262500000027387
exec,CoreML (ALL),857,0.000650333999999475
vm,CoreML (ALL),857,0.0002543329999991073
exec,CoreML (ALL),858,0.0006546249999992426
vm,CoreML (ALL),858,0.0002715410000000418
exec,CoreML (ALL),859,0.0006299999999992423
vm,CoreML (ALL),859,0.00023570799999994563
exec,CoreML (ALL),860,0.0006535000000003066
vm,CoreML (ALL),860,0.00023299999999970566
exec,CoreML (ALL),861,0.0006636659999994521
vm,CoreML (ALL),861,0.00023212500000013847
exec,CoreML (ALL),862,0.0006479580000000595
vm,CoreML (ALL),862,0.00022204200000075502
exec,CoreML (ALL),863,0.0006553750000009018
vm,CoreML (ALL),863,0.0002683750000009866
exec,CoreML (ALL),864,0.0006702500000006495
vm,CoreML (ALL),864,0.00022312499999976865
exec,CoreML (ALL),865,0.0006602499999992517
vm,CoreML (ALL),865,0.0002673749999999586
exec,CoreML (ALL),866,0.0006582079999990498
vm,CoreML (ALL),866,0.00023645899999991116
exec,CoreML (ALL),867,0.0006512079999989595
vm,CoreML (ALL),867,0.0002463339999998482
exec,CoreML (ALL),868,0.0006311249999999546
vm,CoreML (ALL),868,0.00025258400000005565
exec,CoreML (ALL),869,0.0006495419999996699
vm,CoreML (ALL),869,0.00025416699999958325
exec,CoreML (ALL),870,0.0006567079999992842
vm,CoreML (ALL),870,0.00024524999999897545
exec,CoreML (ALL),871,0.0006542090000003498
vm,CoreML (ALL),871,0.0002459580000007122
exec,CoreML (ALL),872,0.0006547500000007034
vm,CoreML (ALL),872,0.00023554200000042158
exec,CoreML (ALL),873,0.0006507500000001443
vm,CoreML (ALL),873,0.00021650000000050795
exec,CoreML (ALL),874,0.0006495839999995923
vm,CoreML (ALL),874,0.0002542499999993453
exec,CoreML (ALL),875,0.0006322079999989683
vm,CoreML (ALL),875,0.00024654200000107096
exec,CoreML (ALL),876,0.0006584170000003553
vm,CoreML (ALL),876,0.00024404099999841833
exec,CoreML (ALL),877,0.0006643749999994952
vm,CoreML (ALL),877,0.000270207999999883
exec,CoreML (ALL),878,0.0006667089999989884
vm,CoreML (ALL),878,0.00025770899999955077
exec,CoreML (ALL),879,0.0006527500000004238
vm,CoreML (ALL),879,0.00021341599999935568
exec,CoreML (ALL),880,0.0006627090000002056
vm,CoreML (ALL),880,0.0002520830000012353
exec,CoreML (ALL),881,0.0006643330000013492
vm,CoreML (ALL),881,0.00023395800000081124
exec,CoreML (ALL),882,0.0006690830000000147
vm,CoreML (ALL),882,0.00023970799999872838
exec,CoreML (ALL),883,0.0006580000000013797
vm,CoreML (ALL),883,0.0002628330000007395
exec,CoreML (ALL),884,0.0006641670000000488
vm,CoreML (ALL),884,0.00023766700000038554
exec,CoreML (ALL),885,0.0006607079999998433
vm,CoreML (ALL),885,0.00022662499999981378
exec,CoreML (ALL),886,0.000663499999999928
vm,CoreML (ALL),886,0.00024195900000023585
exec,CoreML (ALL),887,0.0006642079999998884
vm,CoreML (ALL),887,0.00021258299999971086
exec,CoreML (ALL),888,0.0006507500000001443
vm,CoreML (ALL),888,0.000278292000000846
exec,CoreML (ALL),889,0.000664000000000442
vm,CoreML (ALL),889,0.00020404200000001538
exec,CoreML (ALL),890,0.0006611660000004349
vm,CoreML (ALL),890,0.00024191700000031346
exec,CoreML (ALL),891,0.0006676670000000939
vm,CoreML (ALL),891,0.00023699999999848842
exec,CoreML (ALL),892,0.0006637499999992968
vm,CoreML (ALL),892,0.0002460000000006346
exec,CoreML (ALL),893,0.0006720410000013999
vm,CoreML (ALL),893,0.00022791700000013293
exec,CoreML (ALL),894,0.000661709000000954
vm,CoreML (ALL),894,0.0002617919999998719
exec,CoreML (ALL),895,0.0006672079999994196
vm,CoreML (ALL),895,0.0002527079999996573
exec,CoreML (ALL),896,0.0006383749999994137
vm,CoreML (ALL),896,0.0002567920000000612
exec,CoreML (ALL),897,0.0006485830000002579
vm,CoreML (ALL),897,0.00020512500000080536
exec,CoreML (ALL),898,0.000663499999999928
vm,CoreML (ALL),898,0.00026404099999943753
exec,CoreML (ALL),899,0.0006710420000004547
vm,CoreML (ALL),899,0.0002418330000004687
exec,CoreML (ALL),900,0.0006552920000011397
vm,CoreML (ALL),900,0.0002294169999998985
exec,CoreML (ALL),901,0.0007387500000000102
vm,CoreML (ALL),901,0.0002771670000001336
exec,CoreML (ALL),902,0.00037887499999911256
vm,CoreML (ALL),902,0.00027479200000080084
exec,CoreML (ALL),903,0.00037387499999930185
vm,CoreML (ALL),903,0.000237957999999594
exec,CoreML (ALL),904,0.0003669590000008327
vm,CoreML (ALL),904,0.0002471249999995706
exec,CoreML (ALL),905,0.00036904100000079154
vm,CoreML (ALL),905,0.0002350419999999076
exec,CoreML (ALL),906,0.0003707500000000863
vm,CoreML (ALL),906,0.00025645799999907126
exec,CoreML (ALL),907,0.00036783300000031716
vm,CoreML (ALL),907,0.0002517919999984741
exec,CoreML (ALL),908,0.0003664590000003187
vm,CoreML (ALL),908,0.00023391699999919524
exec,CoreML (ALL),909,0.00037470799999894666
vm,CoreML (ALL),909,0.00024741599999877906
exec,CoreML (ALL),910,0.00037116700000083824
vm,CoreML (ALL),910,0.0002448340000000826
exec,CoreML (ALL),911,0.0003698330000005967
